"""MaStR-Nr. der Einheit""";Anzeige-Name der Einheit;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Inbetriebnahmedatum der EEG-Anlage;Coords;Wetter-ID
SEE906847778440;PV-Anlage;7,36;7,36;24.04.2019;29.04.2019;Hamburg;21077;Hamburg;23.0;SÃ¼d;24.04.2019;[53.550341, 10.000654];4039
SEE922192632756;Backes;7,82;7;20.03.2012;30.04.2019;Hamburg;21079;Hamburg;34.0;SÃ¼d;20.03.2012;[53.550341, 10.000654];4039
SEE984306151447;Wesselblek Dach Hamburg;4,62;4,62;13.07.2015;01.05.2019;Hamburg;22339;Hamburg;14.0;SÃ¼d-Ost;13.07.2015;[53.550341, 10.000654];4039
SEE986879262001;Am Heesen;1,696;1,696;01.05.1993;01.05.2019;Hamburg;21033;Hamburg;32.0;SÃ¼d;01.05.1993;[53.5010368, 10.1796657];4039
SEE981248914352;Hausdach;3,35;2,8;26.01.2015;01.05.2019;Hamburg;21079;Hamburg;10.0;SÃ¼d;26.01.2015;[53.550341, 10.000654];4039
SEE988783240601;Rahlstedt B;10,8;10,8;30.01.2019;02.05.2019;Hamburg;22143;Hamburg;72.0;West;30.01.2019;[53.6065558, 10.1637302];4039
SEE919104712408;Rahlstedt G;14,4;12,5;30.01.2019;02.05.2019;Hamburg;22143;Hamburg;72.0;West;30.01.2019;[53.6065558, 10.1637302];4039
SEE947600503633;Rahlstedt C;13,2;10;30.01.2019;02.05.2019;Hamburg;22143;Hamburg;46.0;West;30.01.2019;[53.6065558, 10.1637302];4039
SEE991019127065;PV Anlage Horst Busch Gruppe;48,4;48,4;25.04.2019;03.05.2019;Hamburg;21079;Hamburg;176.0;SÃ¼d-West;25.04.2019;[53.550341, 10.000654];4039
SEE912057358891;Hausdach;7,74;6,5;04.12.2007;02.05.2019;Hamburg;22145;Hamburg;43.0;SÃ¼d;04.12.2007;[53.6281342, 10.16261];4039
SEE958800924050;Ãlberg;9;7;12.03.2015;04.05.2019;Hamburg;21077;Hamburg;36.0;SÃ¼d;12.03.2015;[53.550341, 10.000654];4039
SEE994565003623;PV-Anlage THE25;1,38;1,38;30.07.2015;04.05.2019;Hamburg;22761;Hamburg;;SÃ¼d;30.07.2015;[53.550341, 10.000654];4039
SEE978740368363;Braas Indax;4,48;4,48;17.09.2018;05.05.2019;Hamburg;22395;Hamburg;16.0;SÃ¼d;17.09.2018;[53.6667313, 10.1165789];4039
SEE972064967561;Kostal;9,805;8,3;29.07.2013;05.05.2019;Hamburg;22359;Hamburg;37.0;West;29.07.2013;[53.655975, 10.1629858];4039
SEE980605770044;SolarEdge;6,82;5;29.11.2015;05.05.2019;Hamburg;22359;Hamburg;24.0;Ost;29.11.2015;[53.655975, 10.1629858];4039
SEE907715361481;Backhaus 2014;1,82;1,6;17.12.2014;05.05.2019;Hamburg;22547;Hamburg;7.0;SÃ¼d;25.11.2014;[53.5991257, 9.8775211];4039
SEE966556785696;Hausdach;2;2;17.09.1997;06.05.2019;Hamburg;21149;Hamburg;20.0;SÃ¼d;17.09.1997;[53.467191, 9.8560631];4039
SEE910699686198;Solaranlage;7,36;4;25.04.2019;06.05.2019;Hamburg;22147;Hamburg;23.0;SÃ¼d;25.04.2019;[53.6118613, 10.1375976];4039
SEE935953943718;Sunny Boy;3,84;3,6;12.09.1997;06.05.2019;Hamburg;22547;Hamburg;32.0;SÃ¼d-West;12.09.1997;[53.5991257, 9.8775211];4039
SEE978808132592;Hausdach;6,6;6,6;30.06.2010;06.05.2019;Hamburg;22457;Hamburg;30.0;SÃ¼d;30.06.2010;[53.6375593, 9.9110214];4039
SEE968474496296;Solaranlage;3,84;3,84;25.04.2019;06.05.2019;Hamburg;22147;Hamburg;12.0;SÃ¼d;25.04.2019;[53.6118613, 10.1375976];4039
SEE900319816210;MÃ¶ 22;6,24;5,5;31.05.2013;06.05.2019;Hamburg;22391;Hamburg;32.0;West;31.05.2013;[53.550341, 10.000654];4039
SEE916987235574;PV Dach;3,78;3,78;29.09.2010;07.05.2019;Hamburg;22395;Hamburg;18.0;Ost;29.09.2010;[53.6667313, 10.1165789];4039
SEE972137921179;Solar1;1,2;1;07.05.2019;07.05.2019;Hamburg;22147;Hamburg;4.0;SÃ¼d;07.05.2019;[53.6118613, 10.1375976];4039
SEE999436935720;PVA Hausdach;4,03;4;19.03.2019;08.05.2019;Hamburg;21109;Hamburg;13.0;SÃ¼d;19.03.2019;[53.550341, 10.000654];4039
SEE920449797067;Nedap 4,02;4,02;3,68;10.04.2014;08.05.2019;Hamburg;22457;Hamburg;12.0;SÃ¼d;10.04.2014;[53.6375593, 9.9110214];4039
SEE909562448780;Hausdach;3,678;3,678;14.05.1992;09.05.2019;Hamburg;21077;Hamburg;72.0;SÃ¼d;14.05.1992;[53.550341, 10.000654];4039
SEE905877811394;Hausdach;8,1;7;25.09.2018;09.05.2019;Hamburg;22523;Hamburg;27.0;SÃ¼d;25.09.2018;[53.611792, 9.8940385];4039
SEE915739995384;ABR977860399219;2,7;2,65;18.01.2018;09.05.2019;Hamburg;22147;Hamburg;10.0;SÃ¼d;18.01.2018;[53.6118613, 10.1375976];4039
SEE965527998622;PV Anlage;9,89;9,89;08.05.2019;10.05.2019;Hamburg;21037;Hamburg;43.0;SÃ¼d;08.05.2019;[53.4351527, 10.1484351];4039
SEE917432218142;Dach;1,8;1,8;10.11.2000;12.05.2019;Hamburg;21035;Hamburg;15.0;SÃ¼d-West;10.11.2000;[53.482356, 10.1714862];4039
SEE970372505321;PV-Anlage;9,94;9,94;20.05.2019;20.05.2019;Hamburg;21039;Hamburg;28.0;SÃ¼d;20.05.2019;[53.4513175, 10.2547253];1736
SEE976324055852;Hallendach;50,05;50,05;13.09.2018;12.05.2019;Hamburg;22113;Hamburg;182.0;SÃ¼d;13.09.2018;[53.5342269, 10.1495386];4039
SEE955803521743;PV-Anlage BÃ¼rodach;29,9;29,9;04.04.2019;17.06.2019;Hamburg;20255;Hamburg;109.0;SÃ¼d;04.04.2019;[53.550341, 10.000654];4039
SEE961509187893;VOERSTEKOPPEL26;3,78;3,68;18.04.2019;14.05.2019;Hamburg;22399;Hamburg;12.0;SÃ¼d;18.04.2019;[53.6638384, 10.0722229];4039
SEE997896803740;RUNA;46;42;19.07.2011;15.05.2019;Hamburg;22143;Hamburg;200.0;SÃ¼d;19.07.2011;[53.6065558, 10.1637302];4039
SEE935678209762;PV-Anlage;5,06;5;29.10.2012;15.05.2019;Hamburg;21035;Hamburg;22.0;West;29.10.2012;[53.482356, 10.1714862];4039
SEE992908427853;PV auf Garage;5,85;4,6;16.04.2019;04.06.2021;Hamburg;22179;Hamburg;18.0;Ost;29.05.2019;[53.550341, 10.000654];4039
SEE912411596471;solaranlage kupferdamm 12;2,32;2;23.11.2017;17.05.2019;Hamburg;22159;Hamburg;8.0;SÃ¼d;23.11.2017;[53.615857, 10.1196276];4039
SEE925560482458;HH5280;5,28;5,28;29.11.2013;17.05.2019;Hamburg;22419;Hamburg;16.0;SÃ¼d-West;29.11.2013;[53.550341, 10.000654];4039
SEE902345067413;Photovoltaikanlage Hamburg;67,28;60;17.05.2019;17.05.2019;Hamburg;22113;Hamburg;232.0;SÃ¼d-West;17.05.2019;[53.5342269, 10.1495386];4039
SEE986228098770;Dach HH W;15;15;29.07.2013;17.05.2019;Hamburg;21109;Hamburg;60.0;SÃ¼d;29.07.2013;[53.550341, 10.000654];4039
SEE924680020700;PV ThÃ¶rlstrasse 22;3,15;2,8;11.10.2007;18.05.2019;Hamburg;21075;Hamburg;18.0;SÃ¼d;11.10.2007;[53.550341, 10.000654];4039
SEE926326735887;Hausdach;7,41;7,41;27.12.2011;19.05.2019;Hamburg;22395;Hamburg;38.0;West;27.12.2011;[53.6667313, 10.1165789];4039
SEE962137471712;Hausdach;4,8;4,2;28.03.2012;19.05.2019;Hamburg;22397;Hamburg;32.0;SÃ¼d;28.03.2012;[53.6922599, 10.1080226];4039
SEE979552455302;ECKERKAMPKLIPPER;1,9;1,9;17.08.2018;19.05.2019;Hamburg;22391;Hamburg;19.0;SÃ¼d;17.08.2018;[53.550341, 10.000654];4039
SEE929041490628;PV Hamburg;3,9;3;16.05.2019;20.05.2019;Hamburg;22397;Hamburg;12.0;SÃ¼d;16.05.2019;[53.6922599, 10.1080226];4039
SEE935124457693;PV Anlage 37a;5,7;4;05.12.2017;20.05.2019;Hamburg;22145;Hamburg;19.0;SÃ¼d;05.12.2017;[53.6281342, 10.16261];4039
SEE966714205479;PV Anlage 37d;9,9;8;26.10.2018;20.05.2019;Hamburg;22145;Hamburg;33.0;West;26.10.2018;[53.6281342, 10.16261];4039
SEE913969404270;BÃ¼ro;21,32;18,6;03.02.2012;20.05.2019;Hamburg;22043;Hamburg;87.0;SÃ¼d;03.02.2012;[53.550341, 10.000654];4039
SEE929554419918;Mega Bike SOLAR;29,7;29,7;03.07.2019;25.06.2021;Hamburg;22043;Hamburg;108.0;Ost;03.07.2019;[53.550341, 10.000654];4039
SEE932257619370;PV-KÃ¶nig-Heinrich-Weg 84a;3,84;3,84;25.04.2019;20.05.2019;Hamburg;22459;Hamburg;12.0;SÃ¼d-West;25.04.2019;[53.550341, 10.000654];4039
SEE935440414585;Halle;7,36;6,6;31.03.2010;21.05.2019;Hamburg;21037;Hamburg;32.0;SÃ¼d;31.03.2010;[53.4351527, 10.1484351];4039
SEE911262321867;Jacobipark;18,24;18,24;29.01.2019;24.05.2019;Hamburg;22089;Hamburg;64.0;West;29.01.2019;[53.550341, 10.000654];4039
SEE928107355710;PV-Anlage Dach;9,9;9,9;19.03.2018;21.05.2019;Hamburg;22397;Hamburg;33.0;SÃ¼d;19.03.2018;[53.6922599, 10.1080226];4039
SEE980660525276;10 kW Dach KÃ¼hlenergie;9,15;8;08.03.2019;21.05.2019;Hamburg;22523;Hamburg;30.0;SÃ¼d;08.03.2019;[53.611792, 9.8940385];4039
SEE951276302025;PV QCells;6,6;6,6;13.05.2019;21.05.2019;Hamburg;22399;Hamburg;20.0;SÃ¼d;13.05.2019;[53.6638384, 10.0722229];4039
SEE971515079976;Hamburg 1 SÃ¼d-West;4,23;3,8;21.10.2009;22.05.2019;Hamburg;22455;Hamburg;18.0;SÃ¼d-West;21.10.2009;[53.550341, 10.000654];4039
SEE907930442545;Hamburg 2 Ost;4;4;23.11.2011;22.05.2019;Hamburg;22455;Hamburg;16.0;Ost;23.11.2011;[53.550341, 10.000654];4039
SEE987741563264;5868_LIDL_Hamburg;99,18;99,18;21.05.2019;22.05.2019;Hamburg;22119;Hamburg;348.0;;21.05.2019;[53.550341, 10.000654];4039
SEE988276597199;FM-Hausdach;9;8;22.05.2019;22.05.2019;Hamburg;22399;Hamburg;30.0;West;22.05.2019;[53.6638384, 10.0722229];4039
SEE909615673329;PVAnlage;4;4;21.05.2019;22.05.2019;Hamburg;22607;Hamburg;16.0;SÃ¼d;21.05.2019;[53.5666738, 9.8812992];4039
SEE930826197656;FossilFreeMay21;9,42;8,5;21.05.2019;22.05.2019;Hamburg;22397;Hamburg;29.0;West;21.05.2019;[53.6922599, 10.1080226];4039
SEE938127646323;PV Buchnerweg 14;11,685;11,685;18.12.2015;22.05.2019;Hamburg;22159;Hamburg;41.0;SÃ¼d;18.12.2015;[53.615857, 10.1196276];4039
SEE965105803416;PV Buchnerweg 16;11,685;11,685;18.12.2015;22.05.2019;Hamburg;22159;Hamburg;41.0;SÃ¼d;18.12.2015;[53.615857, 10.1196276];4039
SEE992484187424;Hausdach Nettelnburg 1;5,4;2;01.11.2007;23.05.2019;Hamburg;21035;Hamburg;14.0;SÃ¼d;01.11.2007;[53.482356, 10.1714862];4039
SEE969555129287;OstWest;9,9;8,5;24.06.2019;15.10.2019;Hamburg;21039;Hamburg;33.0;Ost;24.06.2019;[53.4513175, 10.2547253];1736
SEE925954924052;PV-Anlage Hausdach;9,9;8,5;28.05.2019;28.05.2019;Hamburg;22393;Hamburg;32.0;SÃ¼d;28.05.2019;[53.6477044, 10.1151804];4039
SEE992869756733;PV HufnerstraÃe 28;21,978;12,14;27.09.2012;27.05.2019;Hamburg;22083;Hamburg;66.0;SÃ¼d;27.09.2012;[53.550341, 10.000654];4039
SEE911485999928;PV Flachsland 41;3,09;3;15.03.2013;27.05.2019;Hamburg;22083;Hamburg;14.0;SÃ¼d;15.03.2013;[53.550341, 10.000654];4039
SEE959237720161;Hausdach;2,01;2,01;03.09.2016;27.05.2019;Hamburg;22359;Hamburg;6.0;SÃ¼d-Ost;03.09.2016;[53.655975, 10.1629858];4039
SEE920662035618;Hausdach;6,72;4,6;30.04.2019;27.05.2019;Hamburg;22395;Hamburg;21.0;SÃ¼d;30.04.2019;[53.6667313, 10.1165789];4039
SEE917712718393;PV;3,18;3;21.11.2012;27.05.2019;Hamburg;22395;Hamburg;12.0;Ost;21.11.2012;[53.6667313, 10.1165789];4039
SEE924580150453;PV Anlage mit Speicher 2;3,43;3,43;24.05.2019;28.05.2019;Hamburg;21075;Hamburg;14.0;SÃ¼d;24.05.2019;[53.550341, 10.000654];4039
SEE986807568069;Goldmarie;18;18;23.05.2019;19.08.2019;Hamburg;22761;Hamburg;60.0;SÃ¼d;23.05.2019;[53.550341, 10.000654];4039
SEE929385083951;Hausdach;6,4;4,6;30.04.2019;28.05.2019;Hamburg;22395;Hamburg;20.0;SÃ¼d;30.04.2019;[53.6667313, 10.1165789];4039
SEE906905470538;Hausdach;2,24;2,24;24.04.2019;28.05.2019;Hamburg;22117;Hamburg;7.0;SÃ¼d;24.04.2019;[53.5437641, 10.0099133];4039
SEE927340063109;Oscar;6,4;4,6;16.07.2018;28.05.2019;Hamburg;22397;Hamburg;20.0;SÃ¼d-Ost;16.07.2018;[53.6922599, 10.1080226];4039
SEE930322152098;PV-Anlage WE5080;9,92;7;09.01.2019;29.05.2019;Hamburg;22147;Hamburg;32.0;Ost;09.01.2019;[53.6118613, 10.1375976];4039
SEE939458564720;PV Anlage - WE 95013 WGH;141,8;141,8;19.08.2013;29.05.2019;Hamburg;21107;Hamburg;660.0;West;19.08.2013;[53.550341, 10.000654];4039
SEE919200712098;VLLM_Anlage;4,48;4;29.03.2019;29.05.2019;Hamburg;22397;Hamburg;14.0;SÃ¼d;29.03.2019;[53.6922599, 10.1080226];4039
SEE976633536189;Solaranlage;2,25;2,25;01.10.2014;29.05.2019;Hamburg;22549;Hamburg;9.0;SÃ¼d;01.10.2014;[53.5846012, 9.8593302];4039
SEE911578301256;Haus;4,13;4;21.05.2019;30.05.2019;Hamburg;21129;Hamburg;14.0;SÃ¼d;21.05.2019;[53.5259453, 9.8372267];4039
SEE952457805977;PV-Hausdach;4,4;4,4;29.05.2019;31.05.2019;Hamburg;21035;Hamburg;16.0;SÃ¼d;29.05.2019;[53.482356, 10.1714862];4039
SEE960978003413;Carport;6,5;4;30.05.2019;01.06.2019;Hamburg;22159;Hamburg;15.0;SÃ¼d-Ost;30.05.2019;[53.615857, 10.1196276];4039
SEE965591591453;Hausdach Nettelnburg 2;2,9;2,5;21.11.2007;03.08.2021;Hamburg;21035;Hamburg;16.0;SÃ¼d;21.11.2007;[53.482356, 10.1714862];4039
SEE967122422670;Hausdach Nettelnburg 2;2,9;2,5;21.11.2007;01.06.2019;Hamburg;21035;Hamburg;16.0;SÃ¼d;21.11.2007;[53.482356, 10.1714862];4039
SEE991944917113;Hausdach;4,41;4,41;15.09.2010;02.06.2019;Hamburg;22415;Hamburg;21.0;Ost;15.09.2010;[53.550341, 10.000654];4039
SEE933511568595;Photovoltaikanlage;5,36;5;17.08.2016;02.06.2019;Hamburg;22397;Hamburg;16.0;SÃ¼d;17.08.2016;[53.6922599, 10.1080226];4039
SEE993786457017;Hausdach;7,5;5;29.05.2019;03.06.2019;Hamburg;21037;Hamburg;25.0;SÃ¼d-West;29.05.2019;[53.4351527, 10.1484351];4039
SEE931613534005;Photovoltaik;5,4;4,6;28.12.2009;03.06.2019;Hamburg;21039;Hamburg;24.0;SÃ¼d;28.12.2009;[53.4513175, 10.2547253];1736
SEE954865071692;PV-Anlage Helle Bum;3,78;3,78;12.12.2005;04.06.2019;Hamburg;21149;Hamburg;18.0;SÃ¼d;12.12.2005;[53.467191, 9.8560631];4039
SEE982822644726;GBW;3,24;3,24;02.05.2019;06.06.2019;Hamburg;22417;Hamburg;12.0;SÃ¼d;02.05.2019;[53.6704119, 10.0270286];4039
SEE936914985143;Hausdach;1,05;1,05;02.01.1991;06.06.2019;Hamburg;22399;Hamburg;21.0;SÃ¼d;02.01.1991;[53.6638384, 10.0722229];4039
SEE973670633222;Solaranlage_Neugraben;4,48;4;31.05.2019;07.06.2019;Hamburg;21147;Hamburg;14.0;SÃ¼d;31.05.2019;[53.4781843, 9.8768076];4039
SEE983239149132;PV2014;7,65;7,65;21.05.2014;08.06.2019;Hamburg;22395;Hamburg;30.0;SÃ¼d;21.05.2014;[53.6667313, 10.1165789];4039
SEE972931116801;Terrasse;2,38;2;31.05.2019;09.06.2019;Hamburg;22523;Hamburg;14.0;SÃ¼d;31.05.2019;[53.611792, 9.8940385];4039
SEE914267321979;PV-Zwerchgiebel;5,12;4,6;10.06.2019;01.04.2021;Hamburg;22145;Hamburg;16.0;SÃ¼d-West;10.06.2019;[53.6281342, 10.16261];4039
SEE922742254216;Hausdach Ost-West;7,2;3;17.10.2017;10.06.2019;Hamburg;22397;Hamburg;12.0;West;17.10.2017;[53.6922599, 10.1080226];4039
SEE933230004954;Hauptdach;5,355;5;16.08.2014;10.06.2019;Hamburg;21077;Hamburg;21.0;SÃ¼d;16.08.2014;[53.550341, 10.000654];4039
SEE934768133857;PV-Hausdach;4,5;4,32;17.09.2007;10.06.2019;Hamburg;22391;Hamburg;36.0;SÃ¼d;17.09.2007;[53.550341, 10.000654];4039
SEE939949177477;Dach;3,27;3,27;09.07.2015;11.06.2019;Hamburg;22417;Hamburg;10.0;SÃ¼d-West;09.07.2015;[53.6704119, 10.0270286];4039
SEE982993057677;GÃ¤stehaus;9,75;9,75;11.06.2019;12.06.2019;Hamburg;22359;Hamburg;30.0;SÃ¼d;11.06.2019;[53.655975, 10.1629858];4039
SEE917540338534;Haus-Boberg 13A;2,58;2,58;05.07.2006;12.06.2019;Hamburg;21033;Hamburg;12.0;SÃ¼d-Ost;05.07.2006;[53.5010368, 10.1796657];4039
SEE938814663619;6004_Lidl_Hamburg;96,9;96,9;23.05.2019;12.06.2019;Hamburg;22111;Hamburg;340.0;nachgefÃ¼hrt;23.05.2019;[53.550341, 10.000654];4039
SEE995709525551;Hausdach;8,25;8;05.09.2016;13.06.2019;Hamburg;21147;Hamburg;30.0;West;05.09.2016;[53.4781843, 9.8768076];4039
SEE948399985785;PV-Anlage Lanzenberger;4,2;4,2;20.12.2017;13.06.2019;Hamburg;22175;Hamburg;14.0;SÃ¼d-West;20.12.2017;[53.6268746, 10.1015902];4039
SEE938260448785;PV- Anlage;2,01;2,01;29.03.2017;13.06.2019;Hamburg;21147;Hamburg;6.0;West;29.03.2017;[53.4781843, 9.8768076];4039
SEE952713746044;III-00057-E-16;9;8,5;23.08.2017;14.06.2019;Hamburg;22159;Hamburg;30.0;SÃ¼d;23.08.2017;[53.615857, 10.1196276];4039
SEE991582663823;PV-Anlage;5,12;4,6;04.06.2019;14.06.2019;Hamburg;22587;Hamburg;16.0;Ost;04.06.2019;[53.5639997, 9.8092706];4039
SEE970490026319;Pfaffenwinkel;9,45;9,45;13.12.2018;15.06.2019;Hamburg;21035;Hamburg;30.0;SÃ¼d;13.12.2018;[53.482356, 10.1714862];4039
SEE923988609525;Energon Kollektor 1;4,7;4,3;31.10.2007;15.06.2019;Hamburg;22399;Hamburg;20.0;SÃ¼d;31.10.2007;[53.6638384, 10.0722229];4039
SEE992941940036;CvO-Sporthalle-neu;4,488;4;10.03.2011;15.06.2019;Hamburg;22399;Hamburg;33.0;SÃ¼d;10.03.2011;[53.6638384, 10.0722229];4039
SEE912527066035;Monik1951;3,27;3,27;16.08.2015;16.06.2019;Hamburg;22549;Hamburg;10.0;SÃ¼d;16.08.2015;[53.5846012, 9.8593302];4039
SEE950035327729;Photovoltaikanlage Dach;6,24;6,24;24.03.2017;16.06.2019;Hamburg;21035;Hamburg;24.0;Nord-Ost;24.03.2017;[53.482356, 10.1714862];4039
SEE962437732094;Svenni1;3,27;3,27;16.08.2015;16.06.2019;Hamburg;22549;Hamburg;10.0;SÃ¼d;16.08.2015;[53.5846012, 9.8593302];4039
SEE934278457009;Strom2019;4,2;4,2;21.10.1997;16.06.2019;Hamburg;22339;Hamburg;56.0;SÃ¼d;21.10.1997;[53.550341, 10.000654];4039
SEE915907665880;PV Hemm;7,92;5,2;20.12.2001;20.08.2019;Hamburg;22609;Hamburg;48.0;SÃ¼d;20.12.2001;[53.558701, 9.850352];4039
SEE963574662930;ISLANDS SONNE;12,6;12;15.10.2012;17.06.2019;Hamburg;22145;Hamburg;63.0;SÃ¼d;15.10.2012;[53.6281342, 10.16261];4039
SEE989489313521;DE003071 - Hamburg, EiffestraÃe;148,96;125,75;11.08.2017;18.06.2019;Hamburg;20537;Hamburg;532.0;Ost;11.08.2017;[53.550341, 10.000654];4039
SEE972648108854;PV- Anlage;4,02;3,68;03.02.2015;18.06.2019;Hamburg;21129;Hamburg;12.0;SÃ¼d-Ost;03.02.2015;[53.5259453, 9.8372267];4039
SEE979917506571;DE003085 - Hamburg, Neuengammer Hausdeich;82,875;77;15.08.2014;18.06.2019;Hamburg;21039;Hamburg;325.0;Ost;15.08.2014;[53.4513175, 10.2547253];1736
SEE995036894665;DE003064 - Hamburg, Weberade;172,8;165;28.11.2018;18.06.2019;Hamburg;21031;Hamburg;640.0;Ost;28.11.2018;[53.507818, 10.195355];4039
SEE924354525920;FredII;6,72;6;18.06.2019;18.06.2019;Hamburg;22339;Hamburg;21.0;SÃ¼d;18.06.2019;[53.550341, 10.000654];4039
SEE921802713960;Guevara, Hamburg;9,9;9,9;06.06.2019;19.06.2019;Hamburg;21035;Hamburg;30.0;SÃ¼d-West;06.06.2019;[53.482356, 10.1714862];4039
SEE935008088258;KÃ¤thnerort, 22083 Hamburg;49,5;40;29.03.2018;19.06.2019;Hamburg;22083;Hamburg;180.0;Ost;29.03.2018;[53.550341, 10.000654];4039
SEE957575532477;Im Soll 43 , 22179 Hamburg;8,8;8,5;07.06.2018;19.06.2019;Hamburg;22179;Hamburg;32.0;West;07.06.2018;[53.550341, 10.000654];4039
SEE927973049044;Im Soll 43 a , 22179 Hamburg;12,1;10;08.06.2018;19.06.2019;Hamburg;22179;Hamburg;44.0;Ost;08.06.2018;[53.550341, 10.000654];4039
SEE942686298237;Im Soll 43 b , 22179 Hamburg;12,1;10;08.06.2018;19.06.2019;Hamburg;22179;Hamburg;44.0;Ost;08.06.2018;[53.550341, 10.000654];4039
SEE933136268214;Im Soll 43 c , 22179 Hamburg;12,1;10;08.06.2018;19.06.2019;Hamburg;22179;Hamburg;44.0;Ost;08.06.2018;[53.550341, 10.000654];4039
SEE920173417651;Im Soll 45 , 22179 Hamburg;12,1;10;07.06.2018;19.06.2019;Hamburg;22179;Hamburg;44.0;Ost;07.06.2018;[53.550341, 10.000654];4039
SEE907441697106;Im Soll 45 a , 22179 Hamburg;12,1;10;08.06.2018;19.06.2019;Hamburg;22179;Hamburg;44.0;Ost;08.06.2018;[53.550341, 10.000654];4039
SEE990638216266;Hausdach;5,12;4,6;14.06.2019;19.06.2019;Hamburg;22523;Hamburg;16.0;SÃ¼d;14.06.2019;[53.611792, 9.8940385];4039
SEE979577658993;Im Soll 45 b , 22179 Hamburg;12,1;10;08.06.2018;20.06.2019;Hamburg;22179;Hamburg;44.0;West;08.06.2018;[53.550341, 10.000654];4039
SEE977640559796;Im Soll 45 c , 22179 Hamburg;12,1;10;08.06.2018;20.06.2019;Hamburg;22179;Hamburg;44.0;West;08.06.2018;[53.550341, 10.000654];4039
SEE904155449540;Carl Petersen StraÃe (Haus 1), 20535 Hamburg;12,42;12;30.05.2018;20.06.2019;Hamburg;20535;Hamburg;46.0;West;30.05.2018;[53.550341, 10.000654];4039
SEE931580481265;Carl Petersen StraÃe (Haus 2), 20535 Hamburg;18,63;17;20.06.2018;20.06.2019;Hamburg;20535;Hamburg;69.0;West;20.06.2018;[53.550341, 10.000654];4039
SEE950600362629;Sievekingdamm (Haus 1), 20535 Hamburg;11,88;10;30.05.2018;20.06.2019;Hamburg;20535;Hamburg;44.0;West;30.05.2018;[53.550341, 10.000654];4039
SEE991523351604;Hausdach;4;4;17.06.2019;20.06.2019;Hamburg;22395;Hamburg;14.0;SÃ¼d;07.06.2019;[53.6667313, 10.1165789];4039
SEE941187714734;Sievekingdamm (Haus 2), 20535 Hamburg;11,88;10;20.06.2018;20.06.2019;Hamburg;20535;Hamburg;44.0;West;20.06.2018;[53.550341, 10.000654];4039
SEE909794922188;Sievekingdamm (Haus 3), 20535 Hamburg;11,88;10;20.06.2018;20.06.2019;Hamburg;20535;Hamburg;44.0;West;20.06.2018;[53.550341, 10.000654];4039
SEE989824895651;Sievekingdamm (Haus 4), 20535 Hamburg;12,42;12;20.06.2018;20.06.2019;Hamburg;20535;Hamburg;46.0;West;20.06.2018;[53.550341, 10.000654];4039
SEE997340711256;Sievekingdamm (Haus 5), 20535 Hamburg;12,42;12;20.06.2018;20.06.2019;Hamburg;20535;Hamburg;46.0;West;20.06.2018;[53.550341, 10.000654];4039
SEE925324714429;Sievekingdamm (Haus 6), 20535 Hamburg;12,42;12;20.06.2018;20.06.2019;Hamburg;20535;Hamburg;67.0;West;20.06.2018;[53.550341, 10.000654];4039
SEE982599089911;Sievekingdamm (Haus 7), 20535 Hamburg;18,09;17;20.06.2018;20.06.2019;Hamburg;20535;Hamburg;67.0;West;20.06.2018;[53.550341, 10.000654];4039
SEE945718128823;Hausdach;2,345;2,345;24.08.2017;25.06.2019;Hamburg;21149;Hamburg;7.0;SÃ¼d-Ost;24.08.2017;[53.467191, 9.8560631];4039
SEE900541275120;PV SchÃ¼tzenstraÃe 76;37,45;30,2;18.07.2007;20.06.2019;Hamburg;22761;Hamburg;214.0;SÃ¼d;18.07.2007;[53.550341, 10.000654];4039
SEE966608643592;PV Osdorfer Weg 37;2,275;2;14.08.2007;20.06.2019;Hamburg;22607;Hamburg;13.0;SÃ¼d;14.08.2007;[53.5666738, 9.8812992];4039
SEE914519850844;PV Osdorfer Weg 39;3,15;2,6;14.08.2007;20.06.2019;Hamburg;22607;Hamburg;18.0;SÃ¼d;14.08.2007;[53.5666738, 9.8812992];4039
SEE940844057924;Hausdach;9,75;9,75;07.01.2019;20.06.2019;Hamburg;21035;Hamburg;30.0;SÃ¼d;07.01.2019;[53.482356, 10.1714862];4039
SEE949959376524;Hausdach;3,6;3,6;20.09.2010;20.06.2019;Hamburg;22523;Hamburg;16.0;SÃ¼d;20.09.2010;[53.611792, 9.8940385];4039
SEE958477873958;Hausdach;4;4;07.06.2019;21.06.2019;Hamburg;22395;Hamburg;14.0;SÃ¼d;07.06.2019;[53.6667313, 10.1165789];4039
SEE968945931547;Hoteldach;193,69;165;31.12.2015;22.07.2019;Hamburg;22113;Hamburg;746.0;West;31.12.2015;[53.5342269, 10.1495386];4039
SEE930183033857;Hausdach;6;6;28.11.2011;23.06.2019;Hamburg;21037;Hamburg;30.0;SÃ¼d-Ost;28.11.2011;[53.4351527, 10.1484351];4039
SEE944912571138;Dach;5,85;5,85;15.08.2013;23.06.2019;Hamburg;22589;Hamburg;30.0;SÃ¼d;15.08.2013;[53.5780697, 9.8129384];4039
