ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor
PR1_SLF_410;Schleswig-Flensburg;-;Niesgrau, Steinberg, Sterup;-;23;-
PR1_SLF_411;Schleswig-Flensburg;-;Grundhof, Sörup;-;22,5;-
PR1_SLF_501;Schleswig-Flensburg;Schleswig-Flensburg;Schnarup-Thumby;Schnarup-Thumby;50,1;21,2
PR3_STE_001;Steinburg;-;Gokels, Seefeld, Warringholz;-;53,9;-
PR3_STE_002;Steinburg;-;Puls, Reher;-;101,7;-
PR3_STE_003;Steinburg;-;Osterstedt, Reher, Wapelfeld;-;88,6;-
PR3_STE_004;Steinburg;-;Puls;-;21,7;-
PR3_STE_005;Steinburg;Steinburg;Christinenthal, Oldenborstel, Puls;Christinenthal, Oldenborstel, Puls;106;78
PR3_STE_006;Steinburg;-;Aasbüttel, Oldenborstel, Puls, Schenefeld,Warringholz;-;169,1;-
PR3_STE_008;Steinburg;Steinburg;Besdorf, Bokhorst;Besdorf, Bokhorst;51,6;51,6
PR3_STE_009;Steinburg;-;Meezen, Poyenberg;-;38,7;-
PR3_STE_010;Steinburg;Steinburg;Holstenniendorf;Holstenniendorf;61,1;28,9
PR3_STE_011;Steinburg;-;Grauel, Poyenberg, Silzen;-;208,1;-
PR3_STE_012;Steinburg;Steinburg;Christinenthal, Peissen, Reher;Christinenthal, Peissen, Reher;462,7;262
PR3_STE_013;Steinburg;Steinburg;Bokelrehm, Bokhorst, Nienbüttel, Schenefeld;Bokelrehm;57,4;33,1
PR3_STE_015;Steinburg;-;Agethorst, Bokelrehm, Hadenfeld, Nienbüttel,;-;3;-
PR3_STE_016;Steinburg;-;Silzen;-;18;-
PR3_STE_017;Steinburg;-;Besdorf, Gribbohm, Holstenniendorf;-;42,9;-
PR3_STE_018;Steinburg;-;Sarlhusen;-;29,6;-
PR3_STE_019;Steinburg;Steinburg;Looft, Pöschendorf;Looft;196,9;125,9
PR3_STE_020;Steinburg;-;Poyenberg;-;27,1;-
PR3_STE_021;Steinburg;-;Peissen, Silzen;-;38,3;-
PR3_STE_022;Steinburg;Steinburg;Gribbohm, Holstenniendorf;Gribbohm;87;21,5
PR3_STE_023;Steinburg;-;Hennstedt, Poyenberg;-;34,1;-
PR3_STE_024;Steinburg;-;Pöschendorf;-;23,3;-
PR3_STE_025;Steinburg;-;Fitzbek, Sarlhusen, Willenscharen;-;98;-
PR3_STE_026;Steinburg;-;Drage;-;17,7;-
PR3_STE_027;Steinburg;Steinburg;Arpsdorf, Brokstedt, Willenscharen;Brokstedt, Willenscharen;370,9;226,7
PR3_STE_029;Steinburg;Steinburg;Gribbohm, Vaale, Wacken;Gribbohm, Vaale, Wacken;102,7;30,9
PR3_STE_030;Steinburg;-;Agethorst, Mehlbek;-;23,1;-
PR3_STE_031;Steinburg;-;Hohenlockstedt, Peissen, Silzen;-;45,5;-
PR3_STE_033;Steinburg;-;Kaaks, Mehlbek;-;43,7;-
PR3_STE_034;Steinburg;-;Hohenlockstedt;-;49,2;-
PR3_STE_036;Steinburg;-;Hohenlockstedt;-;57,9;-
PR3_STE_037;Steinburg;-;Hohenaspe;-;26,5;-
PR3_STE_038;Steinburg;-;Fitzbek;-;18;-
PR3_STE_040;Steinburg;-;Oeschebüttel;-;43,8;-
PR3_STE_041;Steinburg;Steinburg;Huje, Mehlbek, Nutteln;Huje, Nutteln;201,7;157,3
PR3_STE_042;Steinburg;-;Kaaks;-;21,6;-
PR3_STE_043;Steinburg;-;Borstel, Brokstedt;-;116,3;-
PR3_STE_044;Steinburg;-;Hohenlockstedt;-;40,9;-
PR3_STE_045;Steinburg;Steinburg;Hohenaspe, Ottenbüttel;Hohenaspe, Ottenbüttel;73,5;16,8
PR3_STE_046;Steinburg;Steinburg;Kaaks, Oldendorf, Ottenbüttel;Oldendorf, Ottenbüttel;110,2;32,6
PR3_STE_047;Steinburg;-;Hohenlockstedt, Mühlenbarbek;-;44,3;-
PR3_STE_048;Steinburg;-;Aebtissinwisch, Ecklak;-;74;-
PR3_STE_049;Steinburg;Steinburg;Borstel, Brokstedt, Kellinghusen, Quarnstedt,;Kellinghusen, Quarnstedt, Störkathen;1;1
PR3_STE_050;Steinburg;-;Hohenlockstedt, Ottenbüttel, Schlotfeld;-;58;-
PR3_STE_051;Steinburg;Steinburg;Ottenbüttel;Ottenbüttel;14,6;14,6
PR3_STE_052;Steinburg;-;Borstel, Hagen, Quarnstedt;-;61,1;-
PR3_STE_053;Steinburg;-;Lohbarbek, Mühlenbarbek;-;15;-
PR3_STE_054;Steinburg;-;Ecklak;-;63,6;-
PR3_STE_055;Steinburg;-;Neuendorf-Sachsenbande;-;90;-
PR3_STE_056;Steinburg;Steinburg;Moorhusen, Neuendorf-Sachsenbande;Moorhusen, Neuendorf-Sachsenbande;132,7;132,7
PR3_STE_057;Steinburg;-;Quarnstedt;-;19;-
PR3_STE_058;Steinburg;-;Neuendorf-Sachsenbande;-;66,4;-
PR3_STE_059;Steinburg;Steinburg;Bekdorf, Krummendiek, Landrecht,;Krummendiek, Landrecht, Moorhusen;1;1
PR3_STE_060;Steinburg;Steinburg;Ecklak, Landscheide;Ecklak;40,4;16,6
PR3_STE_061;Steinburg;-;Föhrden-Barl, Hagen, Quarnstedt;-;125,1;-
PR3_STE_062;Steinburg;-;Bekmünde;-;31,6;-
PR3_STE_063;Steinburg;Steinburg;Breitenberg, Wittenbergen;Wittenbergen;69,8;27,3
PR3_STE_064;Steinburg;-;Kollmoor, Oelixdorf;-;93,9;-
PR3_STE_065;Steinburg;Steinburg;Nortorf;Nortorf;183,5;142,7
PR3_STE_066;Steinburg;-;Ecklak;-;18,2;-
PR3_STE_067;Steinburg;-;Ecklak, Landscheide;-;15,1;-
PR3_STE_068;Steinburg;-;Bekmünde, Landrecht, Stördorf;-;148,9;-
PR3_STE_069;Steinburg;Steinburg;Nortorf;Nortorf;32,9;32,9
PR3_STE_070;Steinburg;Steinburg;Nortorf;Nortorf;24,5;24,5
PR3_STE_072;Steinburg;Steinburg;Beidenfleth, Dammfleth, Stördorf;Dammfleth, Stördorf;192,7;154,5
PR3_STE_073;Steinburg;Steinburg;Landscheide, Sankt Margarethen;Landscheide, Sankt Margarethen;36,2;36,2
PR3_STE_074;Steinburg;Steinburg;Brokdorf, Dammfleth, Nortorf, Sankt;Nortorf, Sankt Margarethen;4;1
PR3_STE_075;Steinburg;Steinburg;Bokel, Hingstheide, Wulfsmoor;Hingstheide, Wulfsmoor;92,5;19,4
PR3_STE_076;Steinburg;-;Beidenfleth;-;107,9;-
PR3_STE_077;Steinburg;-;Bokel, Hingstheide;-;22,6;-
PR3_STE_078;Pinneberg, Steinburg;-;Osterhorn, Wulfsmoor;-;43,1;-
PR3_STE_079;Steinburg;Steinburg;Dammfleth;Dammfleth;91;91
PR3_STE_080;Steinburg;-;Brokdorf;-;48;-
PR3_STE_081;Steinburg;-;Brokdorf, Dammfleth;-;21,2;-
PR3_STE_082;Steinburg;-;Bahrenfleth, Hodorf;-;87,8;-
PR3_STE_083;Steinburg;Steinburg;Hohenfelde, Rethwisch;Rethwisch;154;84,2
PR3_STE_084;Steinburg;Steinburg;Beidenfleth, Wewelsfleth;Beidenfleth, Wewelsfleth;69,9;51,2
PR3_STE_085;Steinburg;-;Neuenbrook;-;34,5;-
PR3_STE_086;Steinburg;-;Neuenbrook;-;114,7;-
PR3_STE_087;Steinburg;-;Beidenfleth, Wewelsfleth;-;49,5;-
PR3_STE_088;Steinburg;-;Hohenfelde, Rethwisch;-;60,6;-
PR3_STE_089;Steinburg;Steinburg;Grevenkop, Hohenfelde, Neuenbrook;Grevenkop, Neuenbrook;366,4;218,9
PR3_STE_090;Steinburg;Steinburg;Bahrenfleth, Borsfleth;Bahrenfleth;257,4;39,8
PR3_STE_091;Steinburg;-;Grevenkop;-;37,3;-
PR3_STE_092;Steinburg;Steinburg;Sommerland, Süderau;Sommerland, Süderau;73,9;73,9
PR3_STE_093;Steinburg;Steinburg;Hohenfelde, Horst (Holstein);Horst (Holstein);166,4;67,6
PR3_STE_094;Steinburg;Steinburg;Süderau;Süderau;175,3;35,4
PR3_STE_095;Steinburg;Steinburg;Sommerland, Süderau;Sommerland, Süderau;155,9;36,5
PR3_STE_096;Steinburg;Steinburg;Krempdorf, Krempe;Krempdorf;187,3;137,8
PR3_STE_097;Steinburg;Steinburg;Horst (Holstein), Sommerland;Horst (Holstein), Sommerland;82,4;29,5
PR3_STE_098;Steinburg;Steinburg;Elskop;Elskop;251,5;41,3
PR3_STE_099;Steinburg;Steinburg;Sommerland;Sommerland;114,6;94
PR3_STE_100;Steinburg;Steinburg;Sommerland;Sommerland;97,8;78
PR3_STE_101;Steinburg;-;Herzhorn, Sommerland;-;46,3;-
PR3_STE_102;Steinburg;-;Herzhorn, Sommerland;-;19,4;-
PR3_STE_302;Steinburg, Segeberg;-;Armstedt, Brokstedt;-;44,1;-
PR3_STE_303;Steinburg;-;Heiligenstedten, Hodorf;-;153,4;-
PR3_STE_401;Steinburg;-;Gribbohm, Vaale;-;74,5;-
PR3_STE_402;Steinburg;-;Bokhorst, Neuendorf-Sachsenbande, Vaale,Vaalermoor;-;35,5;-
PR3_STE_403;Steinburg;-;Neuendorf-Sachsenbande;-;27;-
PR3_STE_404;Steinburg;-;Dammfleth;-;40,3;-
PR3_STE_405;Steinburg;-;Wewelsfleth;-;23,5;-
PR3_STE_406;Steinburg;-;Wewelsfleth;-;16;-
PR3_STE_407;Steinburg;-;Kronsmoor;-;20,9;-
PR3_STE_410;Steinburg;-;Auufer;-;24,1;-
PR3_STE_411;Steinburg;-;Auufer, Wrist, Wulfsmoor;-;21,2;-
PR3_STE_412;Steinburg;-;Kellinghusen, Mühlenbarbek;-;63;-
PR3_STE_413;Steinburg;-;Lohbarbek, Mühlenbarbek;-;36;-
PR3_STE_414;Steinburg;-;Lohbarbek, Winseldorf;-;25,5;-
PR3_STE_415;Steinburg;-;Breitenburg, Kronsmoor;-;23,8;-
PR3_STE_502;Steinburg;-;Wrist;-;23,2;-
PR3_STE_503;Steinburg;-;Horst (Holstein);-;18,6;-
PR3_STO_001;Stormarn;-;Mönkhagen, Stockelsdorf;-;92,8;-
PR3_STO_002;Stormarn;Stormarn;Badendorf, Heilshoop, Zarpen;Heilshoop;89;17,4
PR3_STO_003;Stormarn;Stormarn;Feldhorst, Rehhorst;Feldhorst, Rehhorst;118,8;42
PR3_STO_004;Stormarn;Stormarn;Travenbrück;Travenbrück;50,2;50,2
PR3_STO_007;Stormarn;-;Barnitz, Klein Wesenberg, Westerau;-;119,8;-
PR3_STO_008;Stormarn;-;Hammoor;-;88,9;-
PR3_STO_009;Stormarn;-;Steinburg;-;33,4;-
PR3_STO_010;Stormarn;-;Ahrensburg, Delingsdorf, Hammoor;-;137,1;-
PR3_STO_301;Stormarn;-;Heilshoop, Mönkhagen, Rehhorst;-;68,2;-
PR3_STO_302;Stormarn;-;Rehhorst, Zarpen;-;97,3;-
PR3_STO_303;Stormarn;-;Bad Oldesloe, Feldhorst, Wakendorf I;-;43,7;-
PR3_STO_304;Stormarn;Stormarn;Bad Oldesloe, Feldhorst;Bad Oldesloe, Feldhorst;37,1;27,4
PR3_STO_305;Stormarn;-;Bad Oldesloe;-;45,9;-
PR3_STO_306;Stormarn;-;Bargteheide;-;34,5;-
PR3_STO_307;Stormarn;-;Tangstedt;-;42,3;-
PR3_STO_308;Stormarn;-;Braak, Siek;-;39,6;-
PR3_STO_309;Stormarn;-;Brunsbek, Siek;-;63,8;-
PR3_STO_310;Stormarn;-;Großensee;-;17,6;-
PR3_STO_311;Stormarn;-;Rausdorf, Witzhave;-;75,4;-
PR3_STO_401;Stormarn;-;Tangstedt;-;35,9;-
PR3_STO_402;Stormarn;-;Hoisdorf;-;17,4;-
PR3_STO_501;Stormarn;-;Mönkhagen;-;39,1;-
PR3_STO_502;Stormarn;-;Westerau;-;20,5;-
PR3_STO_503;Stormarn;-;Braak, Siek;-;47,1;-
PR3_STO_601;Stormarn;-;Bad Oldesloe;-;24;-
