ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor
PR2_RDE_064;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Elsdorf-Westermühlen,Fockbek,Hohn;Elsdorf-Westermühlen,Fockbek,Hohn;478.3;256.4;-;-;[54.2879689, 9.5469093];[54.2879689, 9.5469093]
PR2_RDE_065;Rendsburg-Eckernförde;-;Emkendorf,Haßmoor;-;35.3;0.0;-;-;[54.2770906, 9.8337931];[0, 0]
PR2_RDE_066;Rendsburg-Eckernförde;-;Haßmoor;-;33.6;0.0;-;-;[54.2918794, 9.8205177];[0, 0]
PR2_RDE_067;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Schülldorf;Schülldorf;27. Sep;27. Sep;-;-;[54.3008688, 9.7338022];[54.3008688, 9.7338022]
PR2_RDE_068;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Haßmoor,Schülldorf;Schülldorf;112.8;36.6;-;-;[54.2963741, 9.7771599];[54.3008688, 9.7338022]
PR2_RDE_069;Rendsburg-Eckernförde;-;Emkendorf;-;42.2;0.0;-;-;[54.2623019, 9.8470685];[0, 0]
PR2_RDE_070;Rendsburg-Eckernförde;-;Boksee,Flintbek;-;75.3;0.0;-;-;[54.2432092, 10.0633244];[0, 0]
PR2_RDE_071;Rendsburg-Eckernförde;-;Jevenstedt,Westerrönfeld;-;71.6;0.0;-;-;[54.2576029, 9.6563758];[0, 0]
PR2_RDE_072;Rendsburg-Eckernförde;-;Elsdorf-Westermühlen,Fockbek,Nübbel,Schülp b. Rendsburg;-;750.4;0.0;-;-;[54.2502746, 9.6583228];[0, 0]
PR2_RDE_073;Rendsburg-Eckernförde;-;Bargstall,Elsdorf-Westermühlen;-;49.8;0.0;-;-;[54.2594074, 9.4943079];[0, 0]
PR2_RDE_074;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Flintbek;Flintbek;55.8;19. Mrz;-;-;[54.2432092, 10.0633244];[54.2432092, 10.0633244]
PR2_RDE_075;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Elsdorf-Westermühlen,Hamdorf;Elsdorf-Westermühlen,Hamdorf;94.3;88.3;WKA in Betrieb;WKA in Betrieb;[54.242448, 9.5231582];[54.242448, 9.5231582]
PR2_RDE_077;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Jevenstedt,Schülp b. Rendsburg;Jevenstedt,Schülp b. Rendsburg;97.8;38.6;-;-;[54.1981684, 9.7696861];[54.1981684, 9.7696861]
PR2_RDE_078;Rendsburg-Eckernförde;-;Langwedel;-;43.8;0.0;-;-;[54.2116886, 9.9301891];[0, 0]
PR2_RDE_080;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bokel,Emkendorf;Bokel,Emkendorf;132.2;111.7;-;-;[54.2390429, 9.8205602];[54.2390429, 9.8205602]
PR2_RDE_082;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bokel,Emkendorf;Bokel,Emkendorf;30. Mrz;30. Mrz;-;-;[54.2390429, 9.8205602];[54.2390429, 9.8205602]
PR2_RDE_083;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bokel,Jevenstedt;Bokel;68.1;35.2;-;-;[54.2247064, 9.7273695];[54.215784, 9.7940518]
PR2_RDE_084;Rendsburg-Eckernförde;-;Groß Vollstedt,Warder;-;79.2;0.0;-;-;[54.2233952, 9.8763621];[0, 0]
PR2_RDE_085;Rendsburg-Eckernförde;-;Langwedel;-;16. Feb;0.0;-;-;[54.2116886, 9.9301891];[0, 0]
PR2_RDE_086;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Jevenstedt;Jevenstedt;99.7;80.5;-;-;[54.2336289, 9.6606871];[54.2336289, 9.6606871]
PR2_RDE_087;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Jevenstedt;Jevenstedt;59.9;59.9;-;-;[54.2336289, 9.6606871];[54.2336289, 9.6606871]
PR2_RDE_088;Rendsburg-Eckernförde;-;Langwedel;-;67.8;0.0;-;-;[54.2116886, 9.9301891];[0, 0]
PR2_RDE_089;Rendsburg-Eckernförde;-;Ellerdorf,Groß Vollstedt;-;35.3;0.0;-;-;[54.213108, 9.853023];[0, 0]
PR2_RDE_090;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Jevenstedt;Jevenstedt;72.7;31.0;-;-;[54.2336289, 9.6606871];[54.2336289, 9.6606871]
PR2_RDE_092;Rendsburg-Eckernförde;-;Brammer,Jevenstedt;-;82.9;0.0;-;-;[54.2171959, 9.7123556];[0, 0]
PR2_RDE_093;Rendsburg-Eckernförde;-;Jevenstedt,Luhnstedt;-;100.8;0.0;-;-;[54.2026669, 9.6809277];[0, 0]
PR2_RDE_094;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bokel,Brammer,Ellerdorf;Bokel,Brammer,Ellerdorf;104.0;98.7;WKA in Betrieb;WKA in Betrieb;[54.2031543, 9.7991507];[54.2031543, 9.7991507]
PR2_RDE_098;Rendsburg-Eckernförde;-;Dätgen;-;57.5;0.0;-;-;[54.1804173, 9.9313829];[0, 0]
PR2_RDE_100;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Ellerdorf,Nortorf;Ellerdorf,Nortorf;58.2;20. Feb;-;-;[54.1806924, 9.8476704];[54.1806924, 9.8476704]
PR2_RDE_101;Rendsburg-Eckernförde;-;Bargstedt,Brammer;-;97.7;0.0;-;-;[54.1831252, 9.7722982];[0, 0]
PR2_RDE_102;Rendsburg-Eckernförde;-;Borgdorf-Seedorf,Eisendorf,Nortorf;-;57.8;0.0;-;-;[54.1798859, 9.8678844];[0, 0]
PR2_RDE_104;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bargstedt,Luhnstedt;Bargstedt,Luhnstedt;55.1;18. Jun;-;-;[54.1685963, 9.7408703];[54.1685963, 9.7408703]
PR2_RDE_105;Rendsburg-Eckernförde;-;Luhnstedt,Stafstedt;-;36.5;0.0;-;-;[54.1722582, 9.6805481];[0, 0]
PR2_RDE_106;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bissee,Groß Buchwald;Bissee,Groß Buchwald;86.0;61.0;-;-;[54.1761479, 10.0977138];[54.1761479, 10.0977138]
PR2_RDE_107;Rendsburg-Eckernförde;-;Bargstedt,Nortorf;-;180.0;0.0;-;-;[54.1669782, 9.8182686];[0, 0]
PR2_RDE_108;Rendsburg-Eckernförde;-;Borgdorf-Seedorf,Dätgen,Loop,Schönbek,Schülp b. Nortorf;-;140.1;0.0;-;-;[54.1652213, 9.9252335];[0, 0]
PR2_RDE_109;Rendsburg-Eckernförde;-;Haale;-;29. Apr;0.0;-;-;[54.172212, 9.5468899];[0, 0]
PR2_RDE_110;Rendsburg-Eckernförde;-;Luhnstedt,Stafstedt;-;33.1;0.0;-;-;[54.1722582, 9.6805481];[0, 0]
PR2_RDE_112;Rendsburg-Eckernförde;-;Brinjahe,Nienborstel,Stafstedt;-;25. Sep;0.0;-;-;[54.1601349, 9.6348016];[0, 0]
PR2_RDE_114;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Loop,Mühbrook,Schönbek;Loop,Schönbek;77.2;36.0;-;-;[54.1560408, 9.9794235];[54.1558856, 9.961872]
PR2_RDE_117;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Loop,Schönbek;Loop;50.8;15.0;-;-;[54.1558856, 9.961872];[54.1485013, 9.949449]
PR2_RDE_118;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Groß Buchwald,Negenharrie;Groß Buchwald,Negenharrie;115.9;72.1;-;-;[54.1531612, 10.0801462];[54.1531612, 10.0801462]
PR2_RDE_119;Rendsburg-Eckernförde;-;Krogaspe,Loop,Schülp b. Nortorf,Timmaspe;-;175.0;0.0;-;-;[54.1443096, 9.9154607];[0, 0]
PR2_RDE_120;Rendsburg-Eckernförde;-;Bargstedt;-;28. Mrz;0.0;-;-;[54.1654876, 9.7805723];[0, 0]
PR2_RDE_121;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gnutz,Schülp b. Nortorf,Timmaspe;Gnutz,Schülp b. Nortorf,Timmaspe;49.8;42.5;WKA in Betrieb;WKA in Betrieb;[54.1443183, 9.8698023];[54.1443183, 9.8698023]
PR2_RDE_122;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Hanerau-Hademarschen,Oldenbüttel,Steenfeld;Hanerau-Hademarschen,Oldenbüttel,Steenfeld;143.2;143.2;WKA in Betrieb;WKA in Betrieb;[54.1476483, 9.4251515];[54.1476483, 9.4251515]
PR2_RDE_123;Rendsburg-Eckernförde;-;Oldenhütten;-;48.0;0.0;-;-;[54.157326, 9.7395423];[0, 0]
PR2_RDE_124;Rendsburg-Eckernförde;-;Nienborstel,Nindorf,Remmels,Stafstedt;-;55.0;0.0;-;-;[54.1425901, 9.6574721];[0, 0]
PR2_RDE_125;Rendsburg-Eckernförde;-;Bargstedt,Gnutz,Nortorf;-;157.5;0.0;-;-;[54.1565965, 9.8207933];[0, 0]
PR2_RDE_126;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gnutz,Schülp b. Nortorf,Timmaspe;Gnutz,Schülp b. Nortorf,Timmaspe;89.7;85.9;-;-;[54.1443183, 9.8698023];[54.1443183, 9.8698023]
PR2_RDE_127;Rendsburg-Eckernförde;-;Todenbüttel;-;90.7;0.0;-;-;[54.1295992, 9.5587816];[0, 0]
PR2_RDE_128;Rendsburg-Eckernförde;-;Nindorf,Remmels;-;24. Jul;0.0;-;-;[54.1280995, 9.676948];[0, 0]
PR2_RDE_129;Rendsburg-Eckernförde;-;Nindorf,Oldenhütten;-;57.1;0.0;-;-;[54.1443787, 9.720637];[0, 0]
PR2_RDE_130;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Krogaspe,Loop;Krogaspe,Loop;102.7;57.7;-;-;[54.1400582, 9.9391392];[54.1400582, 9.9391392]
PR2_RDE_132;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug,Gnutz;Gnutz;197.2;74.9;-;-;[54.1100278, 9.8070957];[54.1358329, 9.8258427]
PR2_RDE_133;Rendsburg-Eckernförde;-;Krogaspe,Timmaspe;-;22. Mrz;0.0;-;-;[54.1361732, 9.9100655];[0, 0]
PR2_RDE_134;Rendsburg-Eckernförde;-;Heinkenborstel;-;34.6;0.0;-;-;[54.1263518, 9.7647573];[0, 0]
PR2_RDE_135;Rendsburg-Eckernförde;-;Nindorf,Remmels;-;87.3;0.0;-;-;[54.1280995, 9.676948];[0, 0]
PR2_RDE_136;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Nienborstel,Remmels;Remmels;82.0;31.0;-;-;[54.1330587, 9.6341144];[54.1247676, 9.6521643]
PR2_RDE_137;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gnutz,Timmaspe;Gnutz,Timmaspe;436.3;180.5;-;-;[54.1382822, 9.8585722];[54.1382822, 9.8585722]
PR2_RDE_138;Rendsburg-Eckernförde;-;Nindorf;-;33.1;0.0;-;-;[54.1314314, 9.7017317];[0, 0]
PR2_RDE_139;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Beringstedt,Gokels,Lütjenwestedt,Seefeld,Todenbüttel;Gokels,Lütjenwestedt,Seefeld;286.6;103.8;-;-;[54.1194468, 9.509056];[54.1190573, 9.4835565]
PR2_RDE_140;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Nienborstel,Osterstedt;Nienborstel,Osterstedt;54.7;45.1;-;WKA in Betrieb;[54.124809, 9.5990368];[54.124809, 9.5990368]
PR2_RDE_141;Rendsburg-Eckernförde;-;Timmaspe;-;32.6;0.0;-;-;[54.1407315, 9.8913017];[0, 0]
PR2_RDE_142;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Beldorf,Bornholt,Steenfeld;Beldorf,Bornholt,Steenfeld;141.5;118.7;WKA in Betrieb;WKA in Betrieb;[54.1181099, 9.3527883];[54.1181099, 9.3527883]
PR2_RDE_144;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bendorf,Thaden;Bendorf,Thaden;273.4;238.3;WKA in Betrieb;WKA in Betrieb;[54.0912174, 9.3999582];[54.0912174, 9.3999582]
PR2_RDE_145;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug,Gnutz;Aukrug;108.4;73.7;-;-;[54.1100278, 9.8070957];[54.0842226, 9.7883486]
PR2_RDE_147;Rendsburg-Eckernförde;-;Hohenwestedt,Wapelfeld;-;115.6;0.0;-;-;[54.0880651, 9.6349229];[0, 0]
PR2_RDE_148;Rendsburg-Eckernförde;-;Wasbek;-;17. Feb;0.0;-;-;[54.0846322, 9.8956117];[0, 0]
PR2_RDE_150;Rendsburg-Eckernförde;-;Osterstedt,Puls,Reher;-;61.8;0.0;-;-;[54.0941633, 9.5598729];[0, 0]
PR2_RDE_155;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug,Wasbek;Aukrug,Wasbek;61.6;55.4;-;-;[54.0844274, 9.8419801];[54.0844274, 9.8419801]
PR2_RDE_156;Rendsburg-Eckernförde;-;Hohenwestedt,Tappendorf;-;59.6;0.0;-;-;[54.0969316, 9.6786355];[0, 0]
PR2_RDE_157;Rendsburg-Eckernförde;-;Bendorf,Thaden;-;91.1;0.0;-;-;[54.0912174, 9.3999582];[0, 0]
PR2_RDE_158;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bendorf,Bornholt;Bendorf,Bornholt;25.0;18. Jan;-;-;[54.091018, 9.350653];[54.091018, 9.350653]
PR2_RDE_159;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Hohenwestedt,Jahrsdorf,Wapelfeld;Hohenwestedt,Jahrsdorf,Wapelfeld;157.0;25. Mai;-;-;[54.0795214, 9.6336604];[54.0795214, 9.6336604]
PR2_RDE_161;Rendsburg-Eckernförde;-;Bendorf;-;57.2;0.0;-;-;[54.0912174, 9.3725106];[0, 0]
PR2_RDE_162;Rendsburg-Eckernförde;-;Aukrug,Grauel,Meezen;-;152.7;0.0;-;-;[54.0716584, 9.7233237];[0, 0]
PR2_RDE_164;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Arpsdorf,Padenstedt;Padenstedt;61.2;20. Sep;-;-;[54.0441266, 9.8879563];[54.04882, 9.9173133]
PR2_RDE_301;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gammelby,Rieseby;Gammelby,Rieseby;65.5;42.2;-;-;[54.5208281, 9.8049562];[54.5208281, 9.8049562]
PR2_RDE_303;Rendsburg-Eckernförde;-;Osterby,Windeby;-;97.3;0.0;-;-;[54.4585566, 9.7847458];[0, 0]
PR2_RDE_304;Rendsburg-Eckernförde;-;Altenholz,Felm;-;45.8;0.0;-;-;[54.4029174, 10.092582];[0, 0]
PR2_RDE_306;Rendsburg-Eckernförde;-;Rodenbek;-;45.8;0.0;-;-;[54.2756036, 10.0190938];[0, 0]
PR2_RDE_307;Rendsburg-Eckernförde;-;Rodenbek,Rumohr,Schierensee;-;15. Jan;0.0;-;-;[54.2624071, 10.0095231];[0, 0]
PR2_RDE_308;Rendsburg-Eckernförde;-;Bissee,Brügge;-;27. Jun;0.0;-;-;[54.182124, 10.0903788];[0, 0]
PR2_RDE_309;Rendsburg-Eckernförde;-;Jevenstedt,Osterrönfeld;-;65.1;0.0;-;-;[54.2609506, 9.6774721];[0, 0]
PR2_RDE_310;Rendsburg-Eckernförde;-;Jevenstedt;-;47.0;0.0;-;-;[54.2336289, 9.6606871];[0, 0]
PR2_RDE_311;Rendsburg-Eckernförde;-;Krogaspe,Wasbek;-;45.0;0.0;-;-;[54.1081236, 9.9122205];[0, 0]
PR2_RDE_312;Rendsburg-Eckernförde;-;Timmaspe,Wasbek;-;15. Jan;0.0;-;-;[54.1126819, 9.8934567];[0, 0]
PR2_RDE_313;Rendsburg-Eckernförde;-;Wasbek;-;125.2;0.0;-;-;[54.0846322, 9.8956117];[0, 0]
PR2_RDE_314;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug,Ehndorf,Wasbek;Aukrug,Ehndorf,Wasbek;226.6;179.3;-;-;[54.0726457, 9.8496535];[54.0726457, 9.8496535]
PR2_RDE_315;Rendsburg-Eckernförde;-;Ehndorf;-;36.0;0.0;-;-;[54.0490823, 9.8650003];[0, 0]
PR2_RDE_316;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Arpsdorf,Padenstedt;Arpsdorf,Padenstedt;115.7;85.2;-;-;[54.0441266, 9.8879563];[54.0441266, 9.8879563]
PR2_RDE_317;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Padenstedt;Padenstedt;74.2;34.5;-;-;[54.04882, 9.9173133];[54.04882, 9.9173133]
PR2_RDE_401;Rendsburg-Eckernförde;-;Kosel;-;47.1;0.0;-;-;[54.5056225, 9.7546389];[0, 0]
PR2_RDE_402;Rendsburg-Eckernförde;-;Gammelby,Kosel,Rieseby;-;37.9;0.0;-;-;[54.5157596, 9.7881838];[0, 0]
PR2_RDE_403;Rendsburg-Eckernförde;-;Güby,Hummelfeld;-;19. Apr;0.0;-;-;[54.473548, 9.6922465];[0, 0]
PR2_RDE_404;Rendsburg-Eckernförde;-;Sehestedt;-;47.7;0.0;-;-;[54.3667005, 9.8166689];[0, 0]
PR2_RDE_405;Rendsburg-Eckernförde;-;Hohn,Lohe-Föhrden;-;44.1;0.0;-;-;[54.3170949, 9.5237554];[0, 0]
PR2_RDE_407;Rendsburg-Eckernförde;-;Emkendorf;-;18. Jan;0.0;-;-;[54.2623019, 9.8470685];[0, 0]
PR2_RDE_408;Rendsburg-Eckernförde;-;Bokel,Emkendorf;-;22. Jul;0.0;-;-;[54.2390429, 9.8205602];[0, 0]
PR2_RDE_409;Rendsburg-Eckernförde;-;Böhnhusen,Reesdorf,Techelsdorf;-;21.0;0.0;-;-;[54.2093403, 10.0541433];[0, 0]
PR2_RDE_410;Rendsburg-Eckernförde;-;Hohenwestedt,Tappendorf;-;23. Jan;0.0;-;-;[54.0969316, 9.6786355];[0, 0]
PR2_RDE_411;Rendsburg-Eckernförde;-;Aasbüttel,Bendorf,Bokhorst;-;21. Sep;0.0;-;-;[54.1276691, 9.4074113];[0, 0]
PR2_RDE_412;Rendsburg-Eckernförde;-;Negenharrie;-;26. Mrz;0.0;-;-;[54.1437717, 10.0755472];[0, 0]
PR2_RDE_420;Rendsburg-Eckernförde;-;Beldorf,Bornholt;-;17. Aug;0.0;-;-;[54.107189, 9.334234];[0, 0]
PR2_RDE_501;Rendsburg-Eckernförde;-;Brekendorf,Owschlag;-;52.9;0.0;-;-;[54.4073667, 9.6110937];[0, 0]
PR2_RDE_502;Rendsburg-Eckernförde;-;Holzdorf,Rieseby;-;29. Mrz;0.0;-;-;[54.5478693, 9.8561636];[0, 0]
PR2_RDE_503;Rendsburg-Eckernförde;-;Schwedeneck,Strande;-;103.9;0.0;-;-;[54.4554667, 10.1390144];[0, 0]
PR2_RDE_504;Rendsburg-Eckernförde;-;Langwedel;-;27. Mai;0.0;-;-;[54.2116886, 9.9301891];[0, 0]
PR2_RDE_505;Rendsburg-Eckernförde;-;Eisendorf,Ellerdorf;-;25. Apr;0.0;-;-;[54.1932886, 9.8541434];[0, 0]
PR2_RDE_506;Rendsburg-Eckernförde;-;Holzdorf,Rieseby;-;30. Mrz;0.0;-;-;[54.5478693, 9.8561636];[0, 0]
PR3_SEG_001;Segeberg;-;Belau,Dersau,Schmalensee,Stocksee;-;212.7;0.0;-;-;[54.0932584, 10.3209389];[0, 0]
PR3_SEG_003;Segeberg;Segeberg;Damsdorf,Schmalensee,Stocksee,Tarbek;Damsdorf,Schmalensee;307.2;40.6;WKA in Betrieb;WKA in Betrieb;[54.0733558, 10.3001321];[54.0738817, 10.293399]
PR3_SEG_005;Segeberg;-;Bornhöved;-;39.3;0.0;-;-;[54.0699273, 10.2271367];[0, 0]
PR3_SEG_006;Segeberg;-;Glasau;-;18. Sep;0.0;-;-;[54.0446763, 10.5270196];[0, 0]
PR3_SEG_007;Segeberg;-;Bosau,Seedorf;-;51.8;0.0;-;-;[54.0502773, 10.4098784];[0, 0]
PR3_SEG_008;Segeberg;-;Glasau;-;30. Jan;0.0;-;-;[54.0446763, 10.5270196];[0, 0]
PR3_SEG_009;Segeberg;-;Tarbek;-;219.2;0.0;-;-;[54.0561488, 10.266654];[0, 0]
PR3_SEG_010;Segeberg;-;Seedorf;-;25. Jun;0.0;-;-;[54.0502773, 10.4098784];[0, 0]
PR3_SEG_011;Segeberg;-;Tarbek;-;45.6;0.0;-;-;[54.0561488, 10.266654];[0, 0]
PR3_SEG_012;Segeberg;-;Nehms,Seedorf;-;97.6;0.0;-;-;[54.0344784, 10.3840784];[0, 0]
PR3_SEG_013;Segeberg;Segeberg;Travenhorst;Travenhorst;38.6;25. Apr;-;-;[54.0155103, 10.4640916];[54.0155103, 10.4640916]
PR3_SEG_014;Segeberg;-;Daldorf;-;63.9;0.0;-;-;[54.0180943, 10.248455];[0, 0]
PR3_SEG_015;Segeberg;-;Blunk;-;111.7;0.0;-;-;[54.0102315, 10.3121951];[0, 0]
PR3_SEG_016;Segeberg;-;Wensin;-;36.4;0.0;-;-;[53.9937539, 10.4194668];[0, 0]
PR3_SEG_017;Segeberg;-;Travenhorst;-;16. Jun;0.0;-;-;[54.0155103, 10.4640916];[0, 0]
PR3_SEG_018;Segeberg;Segeberg;Boostedt,Großenaspe,Neumünster,Stadt;Großenaspe;238.9;38.0;-;-;[53.9258971, 10.0113701];[53.9737843, 9.9687538]
PR3_SEG_019;Segeberg;Segeberg;Arpsdorf,Hardebek,Hasenkrug;Hardebek,Hasenkrug;165.5;162.4;WKA in Betrieb;WKA in Betrieb;[53.9864386, 9.8593398];[53.9864386, 9.8593398]
PR3_SEG_020;Segeberg;-;Blunk;-;28. Jul;0.0;-;-;[54.0102315, 10.3121951];[0, 0]
PR3_SEG_021;Segeberg;-;Blunk,Groß Rönnau,Krems II;-;142.8;0.0;-;-;[53.9900819, 10.3266669];[0, 0]
PR3_SEG_022;Segeberg;-;Ahrensbök,Pronstorf;-;112.9;0.0;-;-;[53.9578923, 10.4701203];[0, 0]
PR3_SEG_023;Segeberg;-;Ahrensbök,Pronstorf;-;40.8;0.0;-;-;[53.9578923, 10.4701203];[0, 0]
PR3_SEG_024;Segeberg;Segeberg;Großenaspe,Wiemersdorf;Großenaspe,Wiemersdorf;339.3;307.6;WKA in Betrieb;WKA in Betrieb;[53.9658539, 9.9368212];[53.9658539, 9.9368212]
PR3_SEG_025;Segeberg;-;Armstedt,Wiemersdorf;-;34.3;0.0;-;-;[53.9639049, 9.8782671];[0, 0]
PR3_SEG_026;Segeberg;-;Armstedt,Fuhlendorf,Hagen;-;147.7;0.0;-;-;[53.9533863, 9.8545355];[0, 0]
PR3_SEG_027;Segeberg;Segeberg;Wiemersdorf;Wiemersdorf;55.6;41.7;-;-;[53.9579236, 9.9048886];[53.9579236, 9.9048886]
PR3_SEG_028;Segeberg;Segeberg;Ahrensbök,Pronstorf,Stockelsdorf;Ahrensbök,Pronstorf,Stockelsdorf;217.0;217.0;WKA in Betrieb;WKA in Betrieb;[53.9578923, 10.4701203];[53.9578923, 10.4701203]
PR3_SEG_029;Segeberg;Segeberg;Bad Segeberg,Schieren,Stipsdorf,Weede;Weede;180.5;26. Jan;-;-;[53.9362979, 10.3508911];[53.9221267, 10.3726177]
PR3_SEG_030;Segeberg;-;Hagen,Hitzhusen;-;32.2;0.0;-;-;[53.9348143, 9.8409932];[0, 0]
PR3_SEG_031;Segeberg;-;Pronstorf;-;27. Sep;0.0;-;-;[53.9578923, 10.4701203];[0, 0]
PR3_SEG_032;Segeberg;Segeberg;Föhrden-Barl,Hitzhusen,Weddelbrook;Föhrden-Barl,Hitzhusen,Weddelbrook;124.0;19. Aug;-;-;[53.9181377, 9.8237815];[53.9181377, 9.8237815]
PR3_SEG_033;Segeberg;-;Geschendorf,Strukdorf,Weede;-;53.2;0.0;-;-;[53.9212435, 10.4338676];[0, 0]
PR3_SEG_034;Segeberg;-;Strukdorf;-;79.1;0.0;-;-;[53.9202193, 10.486009];[0, 0]
PR3_SEG_035;Segeberg;Segeberg;Neuengörs,Weede;Neuengörs,Weede;193.7;148.8;WKA in Betrieb;WKA in Betrieb;[53.9110633, 10.3779588];[53.9110633, 10.3779588]
PR3_SEG_036;Segeberg;-;Klein Gladebrügge,Traventhal;-;17. Apr;0.0;-;-;[53.9081666, 10.3185449];[0, 0]
PR3_SEG_037;Segeberg;-;Högersdorf,Schwissel;-;50.4;0.0;-;-;[53.9086915, 10.2878073];[0, 0]
PR3_SEG_038;Segeberg;-;Bark,Kükels,Todesfelde,Wittenborn;-;324.1;0.0;-;-;[53.9068953, 10.2056101];[0, 0]
PR3_SEG_039;Segeberg;-;Mönkloh;-;24. Apr;0.0;-;-;[53.8879889, 9.7892835];[0, 0]
PR3_SEG_040;Segeberg;Segeberg;Bebensee,Leezen,Mözen;Bebensee,Leezen,Mözen;172.4;60.6;-;-;[53.8843732, 10.2723161];[53.8843732, 10.2723161]
PR3_SEG_041;Segeberg;-;Mönkloh;-;34.7;0.0;-;-;[53.8879889, 9.7892835];[0, 0]
PR3_SEG_042;Segeberg;Segeberg;Bühnsdorf,Feldhorst,Neuengörs,Rehhorst;Bühnsdorf,Feldhorst,Neuengörs,Rehhorst;101.4;29. Sep;-;-;[53.87535, 10.2927499];[53.87535, 10.2927499]
PR3_SEG_043;Segeberg;Segeberg;Lentföhrden,Weddelbrook;Lentföhrden,Weddelbrook;117.0;34.7;-;-;[53.8882263, 9.8574754];[53.8882263, 9.8574754]
PR3_SEG_044;Segeberg;-;Fredesdorf,Todesfelde;-;15. Jan;0.0;-;-;[53.8859291, 10.1898469];[0, 0]
PR3_SEG_045;Segeberg;-;Weddelbrook;-;45.5;0.0;-;-;[53.9033941, 9.8293928];[0, 0]
PR3_SEG_046;Segeberg;-;Fredesdorf,Kükels,Leezen;-;91.4;0.0;-;-;[53.8797922, 10.2296669];[0, 0]
PR3_SEG_047;Segeberg;-;Fredesdorf,Seth,Struvenhütten,Stuvenborn,Todesfelde;-;795.8;0.0;-;-;[53.8673836, 10.146787];[0, 0]
PR3_SEG_049;Segeberg;-;Lentföhrden,Nützen;-;38.4;0.0;-;-;[53.8692084, 9.9031695];[0, 0]
PR3_SEG_052;Segeberg;Segeberg;Kaltenkirchen,Nützen,Schmalfeld;Schmalfeld;96.0;17. Aug;-;-;[53.8592465, 9.9550729];[53.8752099, 9.982949]
PR3_SEG_054;Segeberg;-;Fredesdorf,Groß Niendorf,Leezen,Seth,Sülfeld;-;424.5;0.0;-;-;[53.8479619, 10.2209628];[0, 0]
PR3_SEG_055;Segeberg;Segeberg;Sievershütten,Struvenhütten;Sievershütten,Struvenhütten;47.0;20. Feb;-;-;[53.8548645, 10.0834847];[53.8548645, 10.0834847]
PR3_SEG_057;Segeberg;Segeberg;Groß Niendorf,Leezen,Neversdorf;Groß Niendorf;155.2;23. Mai;WKA in Betrieb;WKA in Betrieb;[53.8586525, 10.2619245];[53.847448, 10.2449855]
PR3_SEG_058;Segeberg;-;Seth;-;39.0;0.0;-;-;[53.8494522, 10.1750076];[0, 0]
PR3_SEG_059;Segeberg;Segeberg;Heidmoor,Lentföhrden,Lutzhorn;Heidmoor;432.7;68.2;-;-;[53.8604977, 9.8383495];[53.8669174, 9.8168026]
PR3_SEG_061;Segeberg;-;Alveslohe;-;20. Feb;0.0;-;-;[53.7890889, 9.9160002];[0, 0]
PR3_SEG_062;Segeberg;-;Alveslohe,Kaltenkirchen;-;21. Aug;0.0;-;-;[53.8131302, 9.9387445];[0, 0]
